Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
27	S38V	should n't we ? yeah yeah just need to do another minute and it 's all good those two have	been sitting	there as well yeah we do n't wan na get in the habit of smoking cigarettes yeah I 'm gon	should_VM n't_XX we_PPIS2 ?_YQUE yeah_UH yeah_UH just_RR need_VV0 to_TO do_VDI another_DD1 minute_NNT1 and_CC it_PPH1 's_VBZ all_DB good_JJ those_DD2 two_MC have_VH0	been_VBN sitting_VVG	there_RL as_RR21 well_RR22 yeah_UH we_PPIS2 do_VD0 n't_XX wan_VV0 na_TO get_VVI in_II the_AT habit_NN1 of_IO smoking_JJ cigarettes_NN2 yeah_UH I_PPIS1 'm_VBM gon_VVGK	First day in the new apartment	Discussing, inquiring, complaining, advising, requesting, announcing, making arrangements	Revised	Texts not in Sample release	S0192 S0198	2	2014-08-28	2:00:48	In my new flat, Sussex	2014 Q3	2014	Close family, partners, very close friends	Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.  	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=26	638624	638625
28	S3AV	Walkman I got for my birthday I was like oh my god this is amazing so me and --ANONnameF would	be sitting	in bed listening to it like learning all the lyrics like yeah oh yes and I remember having a pizza	Walkman_NN1 I_PPIS1 got_VVD for_IF my_APPGE birthday_NN1 I_PPIS1 was_VBDZ like_RR oh_UH my_APPGE god_NN1 this_DD1 is_VBZ amazing_JJ so_RR me_PPIO1 and_CC --ANONnameF_NP1 would_VM	be_VBI sitting_VVG	in_II bed_NN1 listening_VVG to_II it_PPH1 like_II learning_VVG all_DB the_AT lyrics_NN2 like_RR yeah_UH oh_UH yes_UH and_CC I_PPIS1 remember_VV0 having_VHG a_AT1 pizza_NN1	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining	Revised	Texts within Sample release	S0202 S0208	2	2014-09-05	0:30:31	France	2014 Q3	2014	Close family, partners, very close friends	Sport, uni, work, bands, translation, scientific methods	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=27	658898	658899
29	S3C6	's too hot so they have they have an agreed temperature but that is really cold so most of us	are sat	there and --UNCLEARWORD I I bought a drink in once that was warm I had n't a sip yet put	's_VBZ too_RG hot_JJ so_CS they_PPHS2 have_VH0 they_PPHS2 have_VH0 an_AT1 agreed_JJ temperature_NN1 but_CCB that_DD1 is_VBZ really_RR cold_JJ so_RR most_DAT of_IO us_PPIO2	are_VBR sat_VVN	there_RL and_CC --UNCLEARWORD_FU I_PPIS1 I_PPIS1 bought_VVD a_AT1 drink_NN1 in_RP once_CS that_DD1 was_VBDZ warm_JJ I_PPIS1 had_VHD n't_XX a_AT1 sip_NN1 yet_RR put_VVN	Catching up over coffee with close friend	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0255 S0256 S0257	3	2014-09-11	1:58:56	Speakers' home, Peterborough	2014 Q3	2014	Close family, partners, very close friends	Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=28	672931	672932
30	S3C6	managed to get it we 've got the air conditioning so it 's mostly now it 's warm where I	was sat	I was directly under where it hit yeah and I was cold constantly so my boss moved me erm she	managed_VVN to_TO get_VVI it_PPH1 we_PPIS2 've_VH0 got_VVN the_AT air_NN1 conditioning_NN1 so_RR it_PPH1 's_VBZ mostly_RR now_RT it_PPH1 's_VBZ warm_JJ where_CS I_PPIS1	was_VBDZ sat_VVN	I_PPIS1 was_VBDZ directly_RR under_II where_RRQ it_PPH1 hit_VVD yeah_UH and_CC I_PPIS1 was_VBDZ cold_JJ constantly_RR so_RR my_APPGE boss_NN1 moved_VVD me_PPIO1 erm_UH she_PPHS1	Catching up over coffee with close friend	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0255 S0256 S0257	3	2014-09-11	1:58:56	Speakers' home, Peterborough	2014 Q3	2014	Close family, partners, very close friends	Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=29	673036	673037
31	S3C6	and it would actually it goes just over me now it 's not bad but I was literally frozen I	was sat	in my coat it 'd be that cold it 's like we ca n't do this and we had sort	and_CC it_PPH1 would_VM actually_RR it_PPH1 goes_VVZ just_RR over_II me_PPIO1 now_RT it_PPH1 's_VBZ not_XX bad_JJ but_CCB I_PPIS1 was_VBDZ literally_RR frozen_JJ I_PPIS1	was_VBDZ sat_VVN	in_II my_APPGE coat_NN1 it_PPH1 'd_VM be_VBI that_RG cold_JJ it_PPH1 's_VBZ like_RR we_PPIS2 ca_VM n't_XX do_VDI this_DD1 and_CC we_PPIS2 had_VHD sort_RR21	Catching up over coffee with close friend	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0255 S0256 S0257	3	2014-09-11	1:58:56	Speakers' home, Peterborough	2014 Q3	2014	Close family, partners, very close friends	Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=30	673087	673088
32	S3C6	of heating our set of heating is already covered by cupboards so we had no heating near us so we	were sat	and my my friend actually went home early used some of her her flexi time to go home early because	of_IO heating_VVG our_APPGE set_NN1 of_IO heating_NN1 is_VBZ already_RR covered_VVN by_II cupboards_NN2 so_RR we_PPIS2 had_VHD no_AT heating_NN1 near_II us_PPIO2 so_RR we_PPIS2	were_VBDR sat_VVN	and_CC my_APPGE my_APPGE friend_NN1 actually_RR went_VVD home_RL early_RR used_VVN some_DD of_IO her_APPGE her_APPGE flexi_NN1 time_NNT1 to_TO go_VVI home_RL early_RR because_CS	Catching up over coffee with close friend	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0255 S0256 S0257	3	2014-09-11	1:58:56	Speakers' home, Peterborough	2014 Q3	2014	Close family, partners, very close friends	Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=31	673182	673183
33	S3C6	is the way it 's designed I do n't think they can change it mm er no somebody we 'll	be sat	there and somebody 'll go oh the air conditioning 's gone on cos obviously it 's one of the ones	is_VBZ the_AT way_NN1 it_PPH1 's_VHZ designed_VVN I_PPIS1 do_VD0 n't_XX think_VVI they_PPHS2 can_VM change_VVI it_PPH1 mm_UH er_UH no_UH somebody_PN1 we_PPIS2 'll_VM	be_VBI sat_VVN	there_RL and_CC somebody_PN1 'll_VM go_VVI oh_UH the_AT air_NN1 conditioning_NN1 's_VHZ gone_VVN on_RP cos_CS obviously_RR it_PPH1 's_VBZ one_MC1 of_IO the_AT ones_NN2	Catching up over coffee with close friend	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0255 S0256 S0257	3	2014-09-11	1:58:56	Speakers' home, Peterborough	2014 Q3	2014	Close family, partners, very close friends	Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=32	673611	673612
34	S3C6	like two of them and they 're brothers they 're right dopey little things but erm they they then I	was sat	and I 'm always a bit wary cos they cats ' claws are sharp and they dig in and the	like_II two_MC of_IO them_PPHO2 and_CC they_PPHS2 're_VBR brothers_NN2 they_PPHS2 're_VBR right_RR dopey_JJ little_JJ things_NN2 but_CCB erm_UH they_PPHS2 they_PPHS2 then_RT I_PPIS1	was_VBDZ sat_VVN	and_CC I_PPIS1 'm_VBM always_RR a_RR21 bit_RR22 wary_JJ cos_CS they_PPHS2 cats_NN2 '_GE claws_NN2 are_VBR sharp_JJ and_CC they_PPHS2 dig_VV0 in_RP and_CC the_AT	Catching up over coffee with close friend	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0255 S0256 S0257	3	2014-09-11	1:58:56	Speakers' home, Peterborough	2014 Q3	2014	Close family, partners, very close friends	Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=33	676788	676789
35	S3TD	he was just he did n't he did n't have a cup or a bowl or what have you he	was sitting	with his legs you know bunched up in front of him right and presumably you recognised him did you ?	he_PPHS1 was_VBDZ just_RR he_PPHS1 did_VDD n't_XX he_PPHS1 did_VDD n't_XX have_VHI a_AT1 cup_NN1 or_CC a_AT1 bowl_NN1 or_CC what_DDQ have_VH0 you_PPY he_PPHS1	was_VBDZ sitting_VVG	with_IW his_APPGE legs_NN2 you_PPY know_VV0 bunched_VVN up_RP in_II31 front_II32 of_II33 him_PPHO1 right_RR and_CC presumably_RR you_PPY recognised_VVD him_PPHO1 did_VDD you_PPY ?_YQUE	A discussion about whether luck exists	Discussing, explaining	Revised	Texts within Sample release	S0247 S0248	2	2014-08-16	0:12:35	At home	2014 Q3	2014	Close family, partners, very close friends	Superstitions / good luck / bad luck / sporting rituals, lucky charms, etc.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=34	850675	850676
36	S3YZ	was you next line Sugar tits Sugar that was so funny I was reading it in the kitchen as --ANONnameM	was standing	next to me he was facing me though --UNCLEARWORD could n't see --UNCLEARWORD very very funny looking I like --ANONnameM	was_VBDZ you_PPY next_MD line_NN1 Sugar_NN1 tits_NN2 Sugar_NN1 that_CST was_VBDZ so_RG funny_JJ I_PPIS1 was_VBDZ reading_VVG it_PPH1 in_II the_AT kitchen_NN1 as_II --ANONnameM_NP1	was_VBDZ standing_VVG	next_II21 to_II22 me_PPIO1 he_PPHS1 was_VBDZ facing_VVG me_PPIO1 though_RR --UNCLEARWORD_FU could_VM n't_XX see_VVI --UNCLEARWORD_FU very_RG very_RG funny_JJ looking_VVG I_PPIS1 like_VV0 --ANONnameM_NP1	Friends cooking and eating dinner, chatting, watching a movie	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086 S0169	4	2012-04-18	1:37:19	ANON’s home, Cambridge	2012 Q2	2012	Friends, wider family circle		T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=35	893365	893366
37	S43M	? yeah ah I du n no if I cos what I 'll well yeah six yeah even if I	'm sitting	here and he 's sitting there it 's do some studying now probably oh yeah oh --UNCLEARWORD probably gon na	?_YQUE yeah_UH ah_UH I_PPIS1 du_VD0 n_XX no_VVI if_CSW I_PPIS1 cos_CS what_DDQ I_PPIS1 'll_VM well_RR yeah_UH six_MC yeah_UH even_CS21 if_CS22 I_PPIS1	'm_VBM sitting_VVG	here_RL and_CC he_PPHS1 's_VBZ sitting_VVG there_RL it_PPH1 's_VBZ do_VD0 some_DD studying_VVG now_RT probably_RR oh_UH yeah_UH oh_UH --UNCLEARWORD_FU probably_RR gon_VVGK na_TO	Flatmates talking together in the kitchen helping a friend solve a puzzle game	Discussing, advising	Revised	Texts not in Sample release	S0529 S0530 S0531 S0532	4	2015-11-09	0:59:50	Uni accommodation halls kitchen, Lancaster University	2015 Q4	2015	Friends, wider family circle	Helping a flatmate solve a puzzle game, sport, degrees	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=36	915854	915855
38	S43M	n no if I cos what I 'll well yeah six yeah even if I 'm sitting here and he	's sitting	there it 's do some studying now probably oh yeah oh --UNCLEARWORD probably gon na like revise you got more	n_XX no_VVI if_CSW I_PPIS1 cos_CS what_DDQ I_PPIS1 'll_VM well_RR yeah_UH six_MC yeah_UH even_CS21 if_CS22 I_PPIS1 'm_VBM sitting_VVG here_RL and_CC he_PPHS1	's_VBZ sitting_VVG	there_RL it_PPH1 's_VBZ do_VD0 some_DD studying_VVG now_RT probably_RR oh_UH yeah_UH oh_UH --UNCLEARWORD_FU probably_RR gon_VVGK na_TO like_RR revise_VVI you_PPY got_VVD more_DAR	Flatmates talking together in the kitchen helping a friend solve a puzzle game	Discussing, advising	Revised	Texts not in Sample release	S0529 S0530 S0531 S0532	4	2015-11-09	0:59:50	Uni accommodation halls kitchen, Lancaster University	2015 Q4	2015	Friends, wider family circle	Helping a flatmate solve a puzzle game, sport, degrees	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=37	915859	915860
39	S4KW	go between houses you have time to you know take a break for ten minutes or something at least you	're sat	down yeah yeah so I do n't see I just the only thing it might be is getting time off	go_VV0 between_II houses_NN2 you_PPY have_VH0 time_NNT1 to_II you_PPY know_VV0 take_VV0 a_AT1 break_NN1 for_IF ten_MC minutes_NNT2 or_CC something_PN1 at_RR21 least_RR22 you_PPY	're_VBR sat_VVN	down_RP yeah_UH yeah_UH so_RR I_PPIS1 do_VD0 n't_XX see_VVI I_PPIS1 just_RR the_AT only_JJ thing_NN1 it_PPH1 might_VM be_VBI is_VBZ getting_VVG time_NNT1 off_RP	Family members talking whilst driving	Discussing, explaining, inquiring, complaining, anecdote telling, making arrangement 	Revised	Texts not in Sample release	S0198 S0229 S0230	3	2014-08-29	0:45:23	In car to Dorset	2014 Q3	2014	Close family, partners, very close friends	Dangerous driving, building, bad towns to live, days off work, paying solicitors, MOT’S, health, eating, English, making phone calls, work, using phones, academic studies, Windows 8, Mantiques, using Sat Nav, family history, holiday traffic, raining, furniture.	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=38	1045809	1045810
40	S4L9	than that week like it 's they 're obviously getting the hang of it and then these three guys they	were sat	on like the table behind us and they came up to us and they said can we play a little	than_CSN that_DD1 week_NNT1 like_II it_PPH1 's_VBZ they_PPHS2 're_VBR obviously_RR getting_VVG the_AT hang_NN1 of_IO it_PPH1 and_CC then_RT these_DD2 three_MC guys_NN2 they_PPHS2	were_VBDR sat_VVN	on_RP like_II the_AT table_NN1 behind_II us_PPIO2 and_CC they_PPHS2 came_VVD up_II21 to_II22 us_PPIO2 and_CC they_PPHS2 said_VVD can_VM we_PPIS2 play_VVI a_AT1 little_JJ	Housemates chatting in the shared kitchen on Saturday morning.	Discussing, explaining, advising, anecdote telling, making arrangements	Original	Texts within Sample release	S0004 S0018 S0146	3	2012-03-10	1:03:07	ANON and ANON’s home, Birmingham	2012 Q1	2012	Friends, wider family circle	Food and drink, leisure activities, engineering, news, phones, celebrities, relationships, money	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=39	1054948	1054949
41	S4L9	the same in the way that these are there was only one filing cabinet that divided us it was we	were sat	next to each other in an open plan office and and did n't recognise him at all and eh then	the_AT same_DA in_II the_AT way_NN1 that_CST these_DD2 are_VBR there_EX was_VBDZ only_RR one_MC1 filing_NN1 cabinet_NN1 that_CST divided_VVD us_PPIO2 it_PPH1 was_VBDZ we_PPIS2	were_VBDR sat_VVN	next_II21 to_II22 each_PPX221 other_PPX222 in_II an_AT1 open_JJ plan_NN1 office_NN1 and_CC and_CC did_VDD n't_XX recognise_VVI him_PPHO1 at_RR21 all_RR22 and_CC eh_UH then_RT	Housemates chatting in the shared kitchen on Saturday morning.	Discussing, explaining, advising, anecdote telling, making arrangements	Original	Texts within Sample release	S0004 S0018 S0146	3	2012-03-10	1:03:07	ANON and ANON’s home, Birmingham	2012 Q1	2012	Friends, wider family circle	Food and drink, leisure activities, engineering, news, phones, celebrities, relationships, money	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=40	1055060	1055061
42	S4MV	see that is weird in n it ? they had a row in the front of the car and --ANONnameF	was sat	in the back going erm what was the row though like ? what can you s- cos I 'd say	see_VV0 that_DD1 is_VBZ weird_JJ in_VBZ n_XX it_PPH1 ?_YQUE they_PPHS2 had_VHD a_AT1 row_NN1 in_II the_AT front_NN1 of_IO the_AT car_NN1 and_CC --ANONnameF_NP1	was_VBDZ sat_VVN	in_II the_AT back_NN1 going_VVG erm_UH what_DDQ was_VBDZ the_AT row_NN1 though_RR like_RR ?_YQUE what_DDQ can_VM you_PPY s-_FU cos_CS I_PPIS1 'd_VM say_VVI	Car journey discussion between friends about how to phase out friends	Discussing, explaining, inquiring, complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0607 S0644	2	2015-02-05	0:35:15	 in the car travelling along the coast of California on holiday	2015 Q1	2015	Friends, wider family circle	The conversation centres around what happens when you no longer wish to see friends and how to deal with this. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=41	1069121	1069122
43	S4MV	alter it if you needed to yeah when you 're hungry and you want to stop for something do just	been sitting	here stuffing my face and like looking out the window and chillaxing maybe there 'll be a diner where we	alter_VVI it_PPH1 if_CS you_PPY needed_VVD to_TO yeah_UH when_CS you_PPY 're_VBR hungry_JJ and_CC you_PPY want_VV0 to_TO stop_VVI for_IF something_PN1 do_VD0 just_RR	been_VBN sitting_VVG	here_RL stuffing_VVG my_APPGE face_NN1 and_CC like_RR looking_VVG out_RP the_AT window_NN1 and_CC chillaxing_VVG maybe_RR there_EX 'll_VM be_VBI a_AT1 diner_NN1 where_RRQ we_PPIS2	Car journey discussion between friends about how to phase out friends	Discussing, explaining, inquiring, complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0607 S0644	2	2015-02-05	0:35:15	 in the car travelling along the coast of California on holiday	2015 Q1	2015	Friends, wider family circle	The conversation centres around what happens when you no longer wish to see friends and how to deal with this. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=42	1072791	1072792
