Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
25	S5JX	you know stood up for herself and things you know she would say to men on buses er if they	were sat	next to her please can you close your legs you 're taking up my space ? wow er and you	you_PPY know_VV0 stood_VVD up_RP for_IF herself_PPX1 and_CC things_NN2 you_PPY know_VV0 she_PPHS1 would_VM say_VVI to_II men_NN2 on_II buses_NN2 er_UH if_CS they_PPHS2	were_VBDR sat_VVN	next_II21 to_II22 her_PPHO1 please_RR can_VM you_PPY close_VVI your_APPGE legs_NN2 you_PPY 're_VBR taking_VVG up_RP my_APPGE space_NN1 ?_YQUE wow_UH er_UH and_CC you_PPY	Two friends talking about various topics (see 9 above) while driving in a campervan from Tarnow to Rzeszow, Poland.	Discussing	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-19	1:07:24	Campervan journey from Tarnow to Rzeszow, Poland.	2016 Q1	2016	Friends, wider family circle	Fitness & appearance, travel, reading, careers & volunteering, friendships & relationships, men & women, exercise & health, directions, televisions, finding a parking spot.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=24	1383846	1383847
26	S5JX	in the gym with my trainer yesterday he was spotting me when I was squatting er so he had he	was stood	behind me and he was bending with me uhu erm as I was bending with his hands like under my	in_II the_AT gym_NN1 with_IW my_APPGE trainer_NN1 yesterday_RT he_PPHS1 was_VBDZ spotting_VVG me_PPIO1 when_CS I_PPIS1 was_VBDZ squatting_VVG er_UH so_RR he_PPHS1 had_VHD he_PPHS1	was_VBDZ stood_VVN	behind_II me_PPIO1 and_CC he_PPHS1 was_VBDZ bending_VVG with_IW me_PPIO1 uhu_UH erm_UH as_CSA I_PPIS1 was_VBDZ bending_VVG with_IW his_APPGE hands_NN2 like_II under_II my_APPGE	Two friends talking about various topics (see 9 above) while driving in a campervan from Tarnow to Rzeszow, Poland.	Discussing	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-19	1:07:24	Campervan journey from Tarnow to Rzeszow, Poland.	2016 Q1	2016	Friends, wider family circle	Fitness & appearance, travel, reading, careers & volunteering, friendships & relationships, men & women, exercise & health, directions, televisions, finding a parking spot.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=25	1385541	1385542
27	S5LP	this information she just g- gave it to me ask --ANONnameF there we were at --ANONnameF 's house and we	were sat	there and then she just started telling me about how she had a sex swing and how she had sex	this_DD1 information_NN1 she_PPHS1 just_RR g-_FU gave_VVD it_PPH1 to_II me_PPIO1 ask_VV0 --ANONnameF_NP1 there_RL we_PPIS2 were_VBDR at_II --ANONnameF_NP1 's_GE house_NN1 and_CC we_PPIS2	were_VBDR sat_VVN	there_RL and_CC then_RT she_PPHS1 just_RR started_VVD telling_VVG me_PPIO1 about_II how_RRQ she_PPHS1 had_VHD a_AT1 sex_NN1 swing_NN1 and_CC how_RRQ she_PPHS1 had_VHD sex_NN1	Family talking over dinner	Discussing, explaining, inquiring, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0357	4	2015-01-15	1:05:37	Living room, friends flat	2015 Q1	2015	Close family, partners, very close friends	School, tv, work, finances, friends, food, university	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=26	1394806	1394807
28	S5LP	she was really drunk and my mum was like actually looking after her yeah and we went outside and --ANONnameF	was stood	behind her while she was leaning over a wall being sick pretending to bum her what a dick head that	she_PPHS1 was_VBDZ really_RR drunk_JJ and_CC my_APPGE mum_NN1 was_VBDZ like_RR actually_RR looking_VVG after_II her_PPHO1 yeah_UH and_CC we_PPIS2 went_VVD outside_RL and_CC --ANONnameF_NP1	was_VBDZ stood_VVN	behind_II her_PPHO1 while_CS she_PPHS1 was_VBDZ leaning_VVG over_II a_AT1 wall_NN1 being_VBG sick_JJ pretending_VVG to_II bum_NN1 her_APPGE what_DDQ a_AT1 dick_NN1 head_NN1 that_DD1	Family talking over dinner	Discussing, explaining, inquiring, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0357	4	2015-01-15	1:05:37	Living room, friends flat	2015 Q1	2015	Close family, partners, very close friends	School, tv, work, finances, friends, food, university	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=27	1396153	1396154
29	S5LP	leave the back door open I know what 'll happen he 'll come tomorrow she 'll say something we 'll	be stood	next to each other and she 'll be like --UNCLEARWORD that 's what she 'll say yeah and then I	leave_VVI the_AT back_NN1 door_NN1 open_JJ I_PPIS1 know_VV0 what_DDQ 'll_VM happen_VVI he_PPHS1 'll_VM come_VVI tomorrow_RT she_PPHS1 'll_VM say_VVI something_PN1 we_PPIS2 'll_VM	be_VBI stood_VVN	next_II21 to_II22 each_PPX221 other_PPX222 and_CC she_PPHS1 'll_VM be_VBI like_RR --UNCLEARWORD_FU that_DD1 's_VBZ what_DDQ she_PPHS1 'll_VM say_VVI yeah_UH and_CC then_RT I_PPIS1	Family talking over dinner	Discussing, explaining, inquiring, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0357	4	2015-01-15	1:05:37	Living room, friends flat	2015 Q1	2015	Close family, partners, very close friends	School, tv, work, finances, friends, food, university	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=28	1398659	1398660
30	S5LP	were you possibly talking about ? we were having craic we were having craic about everything --UNCLEARWORD as if you	're sat	in the city ta- i- as if you 're sat in a room having a conversation but --ANONnameF was n't	were_VBDR you_PPY possibly_RR talking_VVG about_II ?_YQUE we_PPIS2 were_VBDR having_VHG craic_JJ we_PPIS2 were_VBDR having_VHG craic_JJ about_II everything_PN1 --UNCLEARWORD_FU as_CS21 if_CS22 you_PPY	're_VBR sat_VVN	in_II the_AT city_NN1 ta-_FU i-_FU as_CS21 if_CS22 you_PPY 're_VBR sat_VVN in_II a_AT1 room_NN1 having_VHG a_AT1 conversation_NN1 but_CCB --ANONnameF_NP1 was_VBDZ n't_XX	Family talking over dinner	Discussing, explaining, inquiring, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0357	4	2015-01-15	1:05:37	Living room, friends flat	2015 Q1	2015	Close family, partners, very close friends	School, tv, work, finances, friends, food, university	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=29	1399311	1399312
31	S5LP	we were having craic about everything --UNCLEARWORD as if you 're sat in the city ta- i- as if you	're sat	in a room having a conversation but --ANONnameF was n't in the room but through the wonder of technology yeah	we_PPIS2 were_VBDR having_VHG craic_JJ about_II everything_PN1 --UNCLEARWORD_FU as_CS21 if_CS22 you_PPY 're_VBR sat_VVN in_II the_AT city_NN1 ta-_FU i-_FU as_CS21 if_CS22 you_PPY	're_VBR sat_VVN	in_II a_AT1 room_NN1 having_VHG a_AT1 conversation_NN1 but_CCB --ANONnameF_NP1 was_VBDZ n't_XX in_II the_AT room_NN1 but_CCB through_II the_AT wonder_NN1 of_IO technology_NN1 yeah_UH	Family talking over dinner	Discussing, explaining, inquiring, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0357	4	2015-01-15	1:05:37	Living room, friends flat	2015 Q1	2015	Close family, partners, very close friends	School, tv, work, finances, friends, food, university	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=30	1399321	1399322
32	S5LP	your room and stood there was Robert Mugabe ? who 's Robert Mugabe ? the evil African guy and he	was stood	there yeah and he was holding right get this right yeah he was holding a Double Decker I I really	your_APPGE room_NN1 and_CC stood_VVD there_EX was_VBDZ Robert_NP1 Mugabe_NP1 ?_YQUE who_PNQS 's_VBZ Robert_NP1 Mugabe_NP1 ?_YQUE the_AT evil_JJ African_JJ guy_NN1 and_CC he_PPHS1	was_VBDZ stood_VVN	there_RL yeah_UH and_CC he_PPHS1 was_VBDZ holding_VVG right_RR get_VV0 this_DD1 right_JJ yeah_UH he_PPHS1 was_VBDZ holding_VVG a_AT1 Double_JJ Decker_NN1 I_PPIS1 I_PPIS1 really_RR	Family talking over dinner	Discussing, explaining, inquiring, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0357	4	2015-01-15	1:05:37	Living room, friends flat	2015 Q1	2015	Close family, partners, very close friends	School, tv, work, finances, friends, food, university	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=31	1402588	1402589
33	S632	then I I nearly cried cos I laughed some pathetic waste of a life you are sometimes wow well she	's sitting	there going oh my god I 'm too --UNCLEARWORD can we open a window ? tears streaming down --ANONnameF --UNCLEARWORD	then_RT I_PPIS1 I_PPIS1 nearly_RR cried_VVD cos_CS I_PPIS1 laughed_VVD some_DD pathetic_JJ waste_NN1 of_IO a_AT1 life_NN1 you_PPY are_VBR sometimes_RT wow_UH well_RR she_PPHS1	's_VBZ sitting_VVG	there_RL going_VVG oh_UH my_APPGE god_NN1 I_PPIS1 'm_VBM too_RG --UNCLEARWORD_FU can_VM we_PPIS2 open_VVI a_AT1 window_NN1 ?_YQUE tears_NN2 streaming_VVG down_RP --ANONnameF_NP1 --UNCLEARWORD_FU	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0202 S0208 S0211 S0216 S0218 S0220 S0221 S0222	8	2014-10-04	5:48:22	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=32	1597135	1597136
34	S632	? What ? we 're talking about whether there 's a comma it 's it 's a Saturday night we	're sitting	in playing board games we 're talking about whether there 's a comma in a sentence of a song okay	?_YQUE What_DDQ ?_YQUE we_PPIS2 're_VBR talking_VVG about_II whether_CSW there_EX 's_VBZ a_AT1 comma_NN1 it_PPH1 's_VBZ it_PPH1 's_VBZ a_AT1 Saturday_NPD1 night_NNT1 we_PPIS2	're_VBR sitting_VVG	in_II playing_VVG board_NN1 games_NN2 we_PPIS2 're_VBR talking_VVG about_II whether_CSW there_EX 's_VBZ a_AT1 comma_NN1 in_II a_AT1 sentence_NN1 of_IO a_AT1 song_NN1 okay_RR	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0202 S0208 S0211 S0216 S0218 S0220 S0221 S0222	8	2014-10-04	5:48:22	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=33	1599729	1599730
35	S67P	mm having cherry pie for later if you want some mm now if it was spaniel a spaniel would not	be sitting	on the table sitting on the well I know but if it was that was very nice or a Labrador	mm_UH having_VHG cherry_NN1 pie_NN1 for_IF later_JJR if_CS you_PPY want_VV0 some_DD mm_UH now_RT if_CS it_PPH1 was_VBDZ spaniel_NN1 a_AT1 spaniel_NN1 would_VM not_XX	be_VBI sitting_VVG	on_II the_AT table_NN1 sitting_VVG on_II the_AT well_NN1 I_PPIS1 know_VV0 but_CCB if_CS it_PPH1 was_VBDZ that_DD1 was_VBDZ very_RG nice_JJ or_CC a_AT1 Labrador_NN1	Dinner at mum and dads	Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0336 S0337 S0338 S0339	4	2015-11-30	0:15:44	Speakers' home	2015 Q4	2015	Close family, partners, very close friends	Food, work, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=34	1717272	1717273
36	S69G	makeup bag out you know procrastinating instead of having to do work and I 'm washing my brushes and I	was stood	there like washing them like do these smell like weed ? and then I like I took the brushes out	makeup_NN1 bag_NN1 out_RP you_PPY know_VV0 procrastinating_VVG instead_II21 of_II22 having_VHG to_TO do_VDI work_NN1 and_CC I_PPIS1 'm_VBM washing_VVG my_APPGE brushes_NN2 and_CC I_PPIS1	was_VBDZ stood_VVN	there_RL like_II washing_VVG them_PPHO2 like_RR do_VD0 these_DD2 smell_VVI like_II weed_NN1 ?_YQUE and_CC then_RT I_PPIS1 like_VV0 I_PPIS1 took_VVD the_AT brushes_NN2 out_II21	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts not in Sample release	S0202 S0208 S0216	3	2014-10-04	0:06:47	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	Weed, bathroom	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=35	1740803	1740804
37	S6J2	and I could n't sleep because I felt sick anyway I found him he 'd basically the night when I	was sat	here having a drink with crazy horse and --ANONnameM he was texting me all that shit and I I got	and_CC I_PPIS1 could_VM n't_XX sleep_VVI because_CS I_PPIS1 felt_VVD sick_JJ anyway_RR I_PPIS1 found_VVD him_PPHO1 he_PPHS1 'd_VHD basically_RR the_AT night_NNT1 when_RRQ I_PPIS1	was_VBDZ sat_VVN	here_RL having_VHG a_AT1 drink_NN1 with_IW crazy_JJ horse_NN1 and_CC --ANONnameM_NP1 he_PPHS1 was_VBDZ texting_VVG me_PPIO1 all_DB that_DD1 shit_NN1 and_CC I_PPIS1 I_PPIS1 got_VVD	Friends eating dinner, chatting.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-03-14	1:09:22	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Men, health, food 	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=36	1885329	1885330
38	S776	--UNCLEARWORD it 's probably worked out better for you because usually we would n't be able to talk we 'd	be sat	in the cinema and you 'd also have to pay for the cinema oh yeah yeah it 's been a	--UNCLEARWORD_FU it_PPH1 's_VBZ probably_RR worked_VVN out_RP better_RRR for_IF you_PPY because_CS usually_RR we_PPIS2 would_VM n't_XX be_VBI able_JK to_TO talk_VVI we_PPIS2 'd_VM	be_VBI sat_VVN	in_II the_AT cinema_NN1 and_CC you_PPY 'd_VM also_RR have_VHI to_TO pay_VVI for_IF the_AT cinema_NN1 oh_UH yeah_UH yeah_UH it_PPH1 's_VHZ been_VBN a_AT1	Family talk during a car journey to mother care (shop)/ in the shop/ going home from the shop, 	Discussing., explaining, making arrangements, telling jokes	Revised	Texts not in Sample release	S0421 S0422 S0423	3	2015-05-29	1:03:24	A car journey from a shop in Preston to another shop in Preston	2015 Q2	2015	Close family, partners, very close friends	Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic, 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=37	2120303	2120304
39	S7DT	sending texts yeah yeah I do that if that 's good though if you 're bored like somewhere or you	're sitting	next to someone you do n't want to talk to just get your iPhone out is n't it ? mm	sending_VVG texts_NN2 yeah_UH yeah_UH I_PPIS1 do_VD0 that_DD1 if_CS that_DD1 's_VBZ good_JJ though_RR if_CS you_PPY 're_VBR bored_JJ like_II somewhere_RL or_CC you_PPY	're_VBR sitting_VVG	next_II21 to_II22 someone_PN1 you_PPY do_VD0 n't_XX want_VVI to_TO talk_VVI to_II just_RR get_VV0 your_APPGE iPhone_NN1 out_RP is_VBZ n't_XX it_PPH1 ?_YQUE mm_UH	Housemates talking about mobile phones	Discussing	Original	Texts within Sample release	S0003 S0113 S0130 S0159	4	2012-03-23	0:20:11	Garden of student accomodation, Salford	2012 Q1	2012	Friends, wider family circle	Mobile phones	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=38	2210828	2210829
40	S7GJ	you are yeah then you 're even more on edge the people looking at you yeah mhm and that you	're standing	out like a sore thumb that 's why I came home early the other night standing round with you know	you_PPY are_VBR yeah_UH then_RT you_PPY 're_VBR even_RR more_DAR on_II edge_NN1 the_AT people_NN looking_VVG at_II you_PPY yeah_UH mhm_UH and_CC that_CST you_PPY	're_VBR standing_VVG	out_RP like_II a_AT1 sore_JJ thumb_NN1 that_DD1 's_VBZ why_RRQ I_PPIS1 came_VVD home_RL early_RR the_AT other_JJ night_NNT1 standing_VVG round_RP with_IW you_PPY know_VV0	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=39	2241356	2241357
41	S7GJ	had n't checked on the train ? I 'd been asleep he 'd obviously just not woken me up I	was sat	with my ticket in my hand so he must 've seen my ticket mm my train ticket and just gone	had_VHD n't_XX checked_VVN on_II the_AT train_NN1 ?_YQUE I_PPIS1 'd_VHD been_VBN asleep_JJ he_PPHS1 'd_VHD obviously_RR just_RR not_XX woken_VVN me_PPIO1 up_RP I_PPIS1	was_VBDZ sat_VVN	with_IW my_APPGE ticket_NN1 in_II my_APPGE hand_NN1 so_CS he_PPHS1 must_VM 've_VHI seen_VVN my_APPGE ticket_NN1 mm_UH my_APPGE train_NN1 ticket_NN1 and_CC just_RR gone_VVN	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=40	2264468	2264469
42	S7GJ	reflexes reflexes of a cat oh what was that ? oh did you just spill something ? where I 've	been sat	No oo I 've been sat with the pressure on my penis quite hard now my penis oh that 's	reflexes_NN2 reflexes_NN2 of_IO a_AT1 cat_NN1 oh_UH what_DDQ was_VBDZ that_DD1 ?_YQUE oh_UH did_VDD you_PPY just_RR spill_VVI something_PN1 ?_YQUE where_RRQ I_PPIS1 've_VH0	been_VBN sat_VVN	No_AT oo_UH I_PPIS1 've_VH0 been_VBN sat_VVN with_IW the_AT pressure_NN1 on_II my_APPGE penis_NN1 quite_RG hard_JJ now_RT my_APPGE penis_NN1 oh_UH that_DD1 's_VBZ	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=41	2273323	2273324
