Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Decade	Text genre	Text source	Year	URL	Matchbegin corpus position	Matchend corpus position
34	BB__M86___7	thither leaking libellous titbits of information to account for the poor showing of the Conservative candidate , the Prime Minister	<<< was sat >>>	at a desk stewing over a draft speech advocating the abolition of the old age pension . A knotty passage	thither_RL leaking_VVG libellous_JJ titbits_NN2 of_IO information_NN1 to_TO account_VVI for_IF the_AT poor_JJ showing_NN1 of_IO the_AT Conservative_JJ candidate_NN1 ,_YCOM the_AT Prime_JJ Minister_NN1	<<< was_VBDZ sat_VVN >>>	at_II a_AT1 desk_NN1 stewing_VVG over_RP a_AT1 draft_NN1 speech_NN1 advocating_VVG the_AT abolition_NN1 of_IO the_AT old_JJ age_NN1 pension_NN1 ._YSTP A_AT1 knotty_JJ passage_NN1	UK	1980s	book	Political Suicide	1986	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=33	30093209	30093210
35	BB_pX032377	. I was supposed to take a taxi from the station to the venue , but I did n't fancy	<<< being sat >>>	in a cab in an ` historic city' I did n't really know , stuck in traffic , a driver	._YSTP I_PPIS1 was_VBDZ supposed_JJ to_TO take_VVI a_AT1 taxi_NN1 from_II the_AT station_NN1 to_II the_AT venue_NN1 ,_YCOM but_CCB I_PPIS1 did_VDD n't_XX fancy_VVI	<<< being_VBG sat_VVN >>>	in_II a_AT1 cab_NN1 in_II an_AT1 `_YQUO historic_JJ city'_NN1 I_PPIS1 did_VDD n't_XX really_RR know_VVI ,_YCOM stuck_VVN in_II traffic_NN1 ,_YCOM a_AT1 driver_NN1	UK	2000s	book	MORTIFICATION: Writers&apos; Stories of their Public Shame	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=34	33460081	33460082
36	BB_qM032349	enviable wealth . ` I 'm skint and on the dole , ' he later marvelled , ` and I	<<< 'm stood >>>	behind Johnny Marr at the counter , who 's spending nine-and-a-half thousand pounds on guitars . And I 'm thinking	enviable_JJ wealth_NN1 ._YSTP `_YQUO I_PPIS1 'm_VBM skint_NN1 and_CC on_II the_AT dole_NN1 ,_YCOM '_YQUO he_PPHS1 later_RRR marvelled_VVD ,_YCOM `_YQUO and_CC I_PPIS1	<<< 'm_VBM stood_VVN >>>	behind_II Johnny_NP1 Marr_NP1 at_II the_AT counter_NN1 ,_YCOM who_PNQS 's_VBZ spending_JJ nine-and-a-half_MF thousand_NNO pounds_NN2 on_II guitars_NN2 ._YSTP And_CC I_PPIS1 'm_VBM thinking_VVG	UK	2000s	book	THE LAST PARTY: Britpop, Blair and the demise of English rock	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=35	34632578	34632579
37	BB_qM032349	I 'm sorry mate , ' he counselled , ` but that is a fact of everyday life . People	<<< are sat >>>	in England , right now , in flats across this country , whether it be Glasgow , Manchester , Birmingham	I_PPIS1 'm_VBM sorry_JJ mate_NN1 ,_YCOM '_YQUO he_PPHS1 counselled_VVD ,_YCOM `_YQUO but_CCB that_DD1 is_VBZ a_AT1 fact_NN1 of_IO everyday_JJ life_NN1 ._YSTP People_NN	<<< are_VBR sat_VVN >>>	in_II England_NP1 ,_YCOM right_RR now_RT ,_YCOM in_II flats_NN2 across_II this_DD1 country_NN1 ,_YCOM whether_CSW it_PPH1 be_VBI Glasgow_NP1 ,_YCOM Manchester_NP1 ,_YCOM Birmingham_NP1	UK	2000s	book	THE LAST PARTY: Britpop, Blair and the demise of English rock	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=36	34641971	34641972
38	BB_qM032349	Markthalle , Noel Gallagher had instructed his colleagues to listen to a clutch of his latest compositions . ` We	<<< were sat >>>	on the bus , ' says Paul Arthurs . ` He said , ` ` Come in the back lounge	Markthalle_NP1 ,_YCOM Noel_NP1 Gallagher_NP1 had_VHD instructed_VVN his_APPGE colleagues_NN2 to_TO listen_VVI to_II a_AT1 clutch_NN1 of_IO his_APPGE latest_JJT compositions_NN2 ._YSTP `_YQUO We_PPIS2	<<< were_VBDR sat_VVN >>>	on_II the_AT bus_NN1 ,_YCOM '_YQUO says_VVZ Paul_NP1 Arthurs_NP2 ._YSTP `_YQUO He_PPHS1 said_VVD ,_YCOM `_YQUO `_YQUO Come_VV0 in_II the_AT back_NN1 lounge_NN1	UK	2000s	book	THE LAST PARTY: Britpop, Blair and the demise of English rock	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=37	34676289	34676290
39	BB_qM032349	An' a pub . I 'll be watching people lose money while I 'm linin' me pocket and I 'll	<<< be sat >>>	there eating me dinner off me belly . ' As 1995 ended , the UK 's season of awards ceremonies	An'_CC a_AT1 pub_NN1 ._YSTP I_PPIS1 'll_VM be_VBI watching_VVG people_NN lose_VV0 money_NN1 while_CS I_PPIS1 'm_VBM linin'_VVG me_PPIO1 pocket_NN1 and_CC I_PPIS1 'll_VM	<<< be_VBI sat_VVN >>>	there_RL eating_VVG me_PPIO1 dinner_NN1 off_II me_PPIO1 belly_NN1 ._YSTP '_YQUO As_CSA 1995_MC ended_VVD ,_YCOM the_AT UK_NP1 's_GE season_NNT1 of_IO awards_NN2 ceremonies_NN2	UK	2000s	book	THE LAST PARTY: Britpop, Blair and the demise of English rock	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=38	34701952	34701953
40	BB_qM032349	had happened . In 2001 , the reliably erudite Noel summed up his feelings thus : ` The people who	<<< are sat >>>	in the offices of Sony , who I 'm signed to , they 're a bunch of fucking cunts ,	had_VHD happened_VVN ._YSTP In_II 2001_MC ,_YCOM the_AT reliably_RR erudite_JJ Noel_NP1 summed_VVD up_RP his_APPGE feelings_NN2 thus_RR :_YCOL `_YQUO The_AT people_NN who_PNQS	<<< are_VBR sat_VVN >>>	in_II the_AT offices_NN2 of_IO Sony_NP1 ,_YCOM who_PNQS I_PPIS1 'm_VBM signed_VVN to_II ,_YCOM they_PPHS2 're_VBR a_AT1 bunch_NN1 of_IO fucking_JJ cunts_NN2 ,_YCOM	UK	2000s	book	THE LAST PARTY: Britpop, Blair and the demise of English rock	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=39	34764198	34764199
41	BB_rM042660	in , happily . ` They 're all sadists , those people , are n't they ? I bet Ken	<<< was sat >>>	there in his Winnebago with all the sandwiches that he had n't let everyone else have . ' To leave	in_RP ,_YCOM happily_RR ._YSTP `_YQUO They_PPHS2 're_VBR all_DB sadists_NN2 ,_YCOM those_DD2 people_NN ,_YCOM are_VBR n't_XX they_PPHS2 ?_YQUE I_PPIS1 bet_VV0 Ken_NP1	<<< was_VBDZ sat_VVN >>>	there_RL in_II his_APPGE Winnebago_NN1 with_IW all_DB the_AT sandwiches_NN2 that_CST he_PPHS1 had_VHD n't_XX let_VVN everyone_PN1 else_RR have_VH0 ._YSTP '_YQUO To_TO leave_VVI	UK	2000s	book	SUNSHINE ON PUTTY: The Golden Age of British Comedy from The Big Night Out to The Office	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=40	35472815	35472816
42	BB_rx022217	. It 's all very odd , and Michael is starting to get nervous . Not surprising -- he 's	<<< been sat >>>	next to a silent German dominatrix for the last hour . But check-out time is approaching at the hotel .	._YSTP It_PPH1 's_VBZ all_DB very_RG odd_JJ ,_YCOM and_CC Michael_NP1 is_VBZ starting_VVG to_TO get_VVI nervous_JJ ._YSTP Not_XX surprising_JJ --_NN1 he_PPHS1 's_VHZ	<<< been_VBN sat_VVN >>>	next_II21 to_II22 a_AT1 silent_JJ German_JJ dominatrix_NN1 for_IF the_AT last_MD hour_NNT1 ._YSTP But_CCB check-out_JJ time_NNT1 is_VBZ approaching_VVG at_II the_AT hotel_NN1 ._YSTP	UK	2000s	book	ONCE MORE, WITH FEELING: How we tried to make the greatest porn film ever	2002	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=41	35910903	35910904
43	BB_TF052813	, well , it is partout -- everywhere , he said , making a very French noise like a cushion	<<< being sat >>>	upon ( Boof ! ) , that admits frustration but seals hope with finality . That left Bozouls , what	,_YCOM well_RR ,_YCOM it_PPH1 is_VBZ partout_NN1 --_NN1 everywhere_RL ,_YCOM he_PPHS1 said_VVD ,_YCOM making_VVG a_AT1 very_RG French_JJ noise_NN1 like_II a_AT1 cushion_NN1	<<< being_VBG sat_VVN >>>	upon_II (_YBL Boof_VV0 !_YEX )_YBR ,_YCOM that_DD1 admits_VVZ frustration_NN1 but_CCB seals_NN2 hope_VV0 with_IW finality_NN1 ._YSTP That_DD1 left_JJ Bozouls_NN2 ,_YCOM what_DDQ	UK	2000s	book	THE SLOW BREATH OF STONE: A Romanesque Love Story	2005	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=42	37842736	37842737
44	BB_Tm022030	dragging Corydon , the universal informer , with him to make the identification . After a few nights the watch	<<< was stood >>>	down as Corydon was ` overworked' . It was not Kelly , however , but another fugitive from the Manchester	dragging_VVG Corydon_NP1 ,_YCOM the_AT universal_JJ informer_NN1 ,_YCOM with_IW him_PPHO1 to_TO make_VVI the_AT identification_NN1 ._YSTP After_CS a_AT1 few_DA2 nights_NNT2 the_AT watch_NN1	<<< was_VBDZ stood_VVN >>>	down_RP as_CSA Corydon_NP1 was_VBDZ `_YQUO overworked'_JJ ._YSTP It_PPH1 was_VBDZ not_XX Kelly_NP1 ,_YCOM however_RR ,_YCOM but_CCB another_DD1 fugitive_NN1 from_II the_AT Manchester_NP1	UK	2000s	book	FENIAN FIRE: The British Government Plot to Assassinate Queen Victoria	2002	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=43	38014043	38014044
45	BB_TM032341	in leaving because the Commandos were having a tough time on the mountain . The ship 's company of Glamorgan	<<< were stood >>>	down from Action Stations at 0530 , conscious of a good night 's work . When finally they did break	in_II leaving_VVG because_CS the_AT Commandos_NN2 were_VBDR having_VHG a_AT1 tough_JJ time_NNT1 on_II the_AT mountain_NN1 ._YSTP The_AT ship_NN1 's_GE company_NN1 of_IO Glamorgan_NP1	<<< were_VBDR stood_VVN >>>	down_RP from_II Action_NN1 Stations_NN2 at_II 0530_MC ,_YCOM conscious_JJ of_IO a_AT1 good_JJ night_NNT1 's_GE work_NN1 ._YSTP When_CS finally_RR they_PPHS2 did_VDD break_VVI	UK	2000s	book	ONE HUNDRED DAYS	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=44	39030462	39030463
46	BB_TM032345	just beginning . te 10 Before the Storm During the morning of 4 June , the pilots of 222 Squadron	<<< were stood >>>	down from further patrolling duties and given the rest of the day off . Tim Vigors heard the good news	just_RR beginning_VVG ._YSTP te_FW 10_MC Before_II the_AT Storm_NN1 During_II the_AT morning_NNT1 of_IO 4_MC June_NPM1 ,_YCOM the_AT pilots_NN2 of_IO 222_MC Squadron_NN1	<<< were_VBDR stood_VVN >>>	down_RP from_II further_JJR patrolling_JJ duties_NN2 and_CC given_VVN the_AT rest_NN1 of_IO the_AT day_NNT1 off_RP ._YSTP Tim_NP1 Vigors_NP1 heard_VVD the_AT good_JJ news_NN1	UK	2000s	book	FIGHTER BOYS: Saving Britain 1940	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=45	39137667	39137668
47	BB_Tu90_355	met : These were the years of my adolescence , and the young men and women hanging around Mrs Aird	<<< 's stood >>>	for a world of sexual adventure whose very thought was absolutely incompatible with the atmosphere of our family life .	met_VVD :_YCOL These_DD2 were_VBDR the_AT years_NNT2 of_IO my_APPGE adolescence_NN1 ,_YCOM and_CC the_AT young_JJ men_NN2 and_CC women_NN2 hanging_VVG around_II Mrs_NNB Aird_NP1	<<< 's_VBZ stood_VVN >>>	for_IF a_AT1 world_NN1 of_IO sexual_JJ adventure_NN1 whose_DDQGE very_JJ thought_NN1 was_VBDZ absolutely_RR incompatible_JJ with_IW the_AT atmosphere_NN1 of_IO our_APPGE family_NN1 life_NN1 ._YSTP	UK	1990s	book	Scottish Voices 1745-1960	1990	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=46	41975701	41975702
48	BB__U89_314	Mother Dolores now , and had moved into my old friend 's study . When I went in , she	<<< was stood >>>	by the window , watching something through a pair of binoculars . She told me to take a seat ,	Mother_NNB Dolores_NP1 now_RT ,_YCOM and_CC had_VHD moved_VVN into_II my_APPGE old_JJ friend_NN1 's_GE study_NN1 ._YSTP When_CS I_PPIS1 went_VVD in_RP ,_YCOM she_PPHS1	<<< was_VBDZ stood_VVN >>>	by_II the_AT window_NN1 ,_YCOM watching_VVG something_PN1 through_II a_AT1 pair_NN of_IO binoculars_NN2 ._YSTP She_PPHS1 told_VVD me_PPIO1 to_TO take_VVI a_AT1 seat_NN1 ,_YCOM	UK	1980s	book	At the Stroke of Twelve	1989	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=47	42188317	42188318
49	BB_VM042669	all of the combatants involved had disbanded their sniper schools and specialised sniping units , just as the sharpshooter regiments	<<< were stood >>>	down at the end of the American Civil War . No matter how effective they have been in battle ,	all_DB of_IO the_AT combatants_NN2 involved_VVD had_VHD disbanded_VVN their_APPGE sniper_NN1 schools_NN2 and_CC specialised_VVN sniping_VVG units_NN2 ,_YCOM just_RR as_CSA the_AT sharpshooter_NN1 regiments_NN2	<<< were_VBDR stood_VVN >>>	down_RP at_II the_AT end_NN1 of_IO the_AT American_JJ Civil_JJ War_NN1 ._YSTP No_RGQV31 matter_RGQV32 how_RGQV33 effective_JJ they_PPHS2 have_VH0 been_VBN in_II battle_NN1 ,_YCOM	UK	2000s	book	THE HUNTING OF MAN	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=48	42865282	42865283
50	BB_Vm88_550	bombing had arrived . Thus , after only 30 months of war , the original theory of strategic bombing had	<<< been stood >>>	on its head . Because of practical problems in carrying out a campaign , the prewar emphasis upon daylight precision	bombing_NN1 had_VHD arrived_VVN ._YSTP Thus_RR ,_YCOM after_CS only_RR 30_MC months_NNT2 of_IO war_NN1 ,_YCOM the_AT original_JJ theory_NN1 of_IO strategic_JJ bombing_NN1 had_VHD	<<< been_VBN stood_VVN >>>	on_II its_APPGE head_NN1 ._YSTP Because_II21 of_II22 practical_JJ problems_NN2 in_II carrying_VVG out_RP a_AT1 campaign_NN1 ,_YCOM the_AT prewar_JJ emphasis_NN1 upon_II daylight_NN1 precision_NN1	UK	1980s	book	Warfare in the Twentieth Century	1988	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=49	42954288	42954289
51	BB_Vm90_824	between 1810 and 1815 . Figure 3 The Mediterranean REVOLUTIONARY AND NAPOLEONIC WARS After the Treaty of Amiens the militia	<<< was stood >>>	down and the regular army reduced . But the latter 's peacetime establishment of 132,000 men , nearly three times	between_II 1810_MC and_CC 1815_MC ._YSTP Figure_NN1 3_MC The_AT Mediterranean_JJ REVOLUTIONARY_JJ AND_CC NAPOLEONIC_JJ WARS_NN2 After_II the_AT Treaty_NN1 of_IO Amiens_NP1 the_AT militia_NN	<<< was_VBDZ stood_VVN >>>	down_RP and_CC the_AT regular_JJ army_NN1 reduced_VVD ._YSTP But_CCB the_AT latter_DA 's_GE peacetime_NN1 establishment_NN1 of_IO 132,000_MC men_NN2 ,_YCOM nearly_RR three_MC times_NNT2	UK	1990s	book	The British way in Warfare - 1688-2000	1990	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=50	43178608	43178609
52	BB_Vm931186	to meet Tomislav at Hotel Split . Overnight he had been as good as his word and a police car	<<< was stood >>>	by to escort us to the Bosnian border . In a convoy of four vehicles , we followed this police	to_TO meet_VVI Tomislav_NN1 at_II Hotel_NN1 Split_NN1 ._YSTP Overnight_RT he_PPHS1 had_VHD been_VBN as_RG good_JJ as_CSA his_APPGE word_NN1 and_CC a_AT1 police_NN2 car_NN1	<<< was_VBDZ stood_VVN >>>	by_RP to_TO escort_VVI us_PPIO2 to_II the_AT Bosnian_JJ border_NN1 ._YSTP In_II a_AT1 convoy_NN1 of_IO four_MC vehicles_NN2 ,_YCOM we_PPIS2 followed_VVD this_DD1 police_VVZ	UK	1990s	book	Broken Lives	1993	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=51	43361706	43361707
53	BB_Wf87_741	woman heading a committee should actually want to be described as something so categorically unhuman , so definitively designed to	<<< be sat >>>	upon , as a ` Chair " ? ` I do n't think women want careers - they want life	woman_NN1 heading_VVG a_AT1 committee_NN1 should_VM actually_RR want_VVI to_TO be_VBI described_VVN as_II something_PN1 so_RG categorically_RR unhuman_NN1 ,_YCOM so_RG definitively_RR designed_VVN to_TO	<<< be_VBI sat_VVN >>>	upon_II ,_YCOM as_CSA a_AT1 `_YQUO Chair_NN1 "_YQUO ?_YQUE `_YQUO I_PPIS1 do_VD0 n't_XX think_VVI women_NN2 want_VV0 careers_NN2 -_YDSH they_PPHS2 want_VV0 life_NN1	UK	1980s	book	Woman - Her changing image	1987	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=52	43735266	43735267
54	BB_Wf93_921	of excrement to manure the land . Nuns were sent to do domestic chores , and the whole social order	<<< was stood >>>	on its head . My own father who had been a moderately well-off trader , was sent for ` reform	of_IO excrement_NN1 to_TO manure_VVI the_AT land_NN1 ._YSTP Nuns_NN2 were_VBDR sent_VVN to_TO do_VDI domestic_JJ chores_NN2 ,_YCOM and_CC the_AT whole_JJ social_JJ order_NN1	<<< was_VBDZ stood_VVN >>>	on_II its_APPGE head_NN1 ._YSTP My_APPGE own_DA father_NN1 who_PNQS had_VHD been_VBN a_AT1 moderately_RR well-off_JJ trader_NN1 ,_YCOM was_VBDZ sent_VVN for_IF `_YQUO reform_NN1	UK	1990s	book	Tears of Blood - A Cry for Tibet	1993	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=53	45344938	45344939
55	BB_Wf941242	make . Moreover , the milk could be topped up from above and , since a horn could n't readily	<<< be stood >>>	on end , the milk would usually be drunk at once and not left to go sour . However ,	make_VVI ._YSTP Moreover_RR ,_YCOM the_AT milk_NN1 could_VM be_VBI topped_VVN up_RP from_II above_RL and_CC ,_YCOM since_CS a_AT1 horn_NN1 could_VM n't_XX readily_RR	<<< be_VBI stood_VVN >>>	on_II end_NN1 ,_YCOM the_AT milk_NN1 would_VM usually_RR be_VBI drunk_VVN at_RR21 once_RR22 and_CC not_XX left_VVN to_TO go_VVI sour_JJ ._YSTP However_RR ,_YCOM	UK	1990s	book	A Miscellany of Mother&apos;s Wisdom	1994	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=54	45873628	45873629
56	BB_WM052807	over them . Just went bosh . One , two , three walls I done , bar the wall I	<<< was stood >>>	at . It made like a big , fuck-off ` ` O'' shape of shit , all round the room	over_II them_PPHO2 ._YSTP Just_RR went_VVD bosh_NN1 ._YSTP One_MC1 ,_YCOM two_MC ,_YCOM three_MC walls_NN2 I_PPIS1 done_VDN ,_YCOM bar_VV0 the_AT wall_NN1 I_PPIS1	<<< was_VBDZ stood_VVN >>>	at_II ._YSTP It_PPH1 made_VVD like_II a_AT1 big_JJ ,_YCOM fuck-off_JJ `_YQUO `_YQUO O''_NP1 shape_NN1 of_IO shit_NN1 ,_YCOM all_DB round_II the_AT room_NN1	UK	2000s	book	STUART: A Life Backwards	2005	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=55	46588037	46588038
57	BB_WM052807	settee . He then walked over again to the knife and picked it up and walked towards me . I	<<< was stood >>>	near the bed . There was a knife under the pillow , it is always there . Sankey Doyle 's	settee_NN1 ._YSTP He_PPHS1 then_RT walked_VVD over_RP again_RT to_II the_AT knife_NN1 and_CC picked_VVD it_PPH1 up_RP and_CC walked_VVD towards_II me_PPIO1 ._YSTP I_PPIS1	<<< was_VBDZ stood_VVN >>>	near_II the_AT bed_NN1 ._YSTP There_EX was_VBDZ a_AT1 knife_NN1 under_II the_AT pillow_NN1 ,_YCOM it_PPH1 is_VBZ always_RR there_RL ._YSTP Sankey_NP1 Doyle_NP1 's_GE	UK	2000s	book	STUART: A Life Backwards	2005	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=56	46602688	46602689
58	BB_Wm941137	. Older hustlers , the women it 's barely credible can still be making a living at this game ,	<<< are sat >>>	at the far end of the bar or at the couple of tables furthest from the front entrance . Scattered	._YSTP Older_JJR hustlers_NN2 ,_YCOM the_AT women_NN2 it_PPH1 's_VBZ barely_RR credible_JJ can_VM still_RR be_VBI making_VVG a_AT1 living_NN1 at_II this_DD1 game_NN1 ,_YCOM	<<< are_VBR sat_VVN >>>	at_II the_AT far_JJ end_NN1 of_IO the_AT bar_NN1 or_CC at_II the_AT couple_NN1 of_IO tables_NN2 furthest_RRT from_II the_AT front_JJ entrance_NN1 ._YSTP Scattered_VVN	UK	1990s	book	Bloody Valentine, A Killing in Cardiff	1994	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=57	48708514	48708515
59	BB_Wm941137	and the football fans , through the relative calm of Butetown and on to the Docks . Soon enough I	<<< 'm sat >>>	round a table with Keith Morell , Pepsi , Lloyd and all . They 're smoking and drinking and kicking	and_CC the_AT football_NN1 fans_NN2 ,_YCOM through_II the_AT relative_JJ calm_NN1 of_IO Butetown_NP1 and_CC on_II21 to_II22 the_AT Docks_NN2 ._YSTP Soon_RR enough_RR I_PPIS1	<<< 'm_VBM sat_VVN >>>	round_II a_AT1 table_NN1 with_IW Keith_NP1 Morell_NP1 ,_YCOM Pepsi_NP1 ,_YCOM Lloyd_NP1 and_CC all_DB ._YSTP They_PPHS2 're_VBR smoking_VVG and_CC drinking_NN1 and_CC kicking_VVG	UK	1990s	book	Bloody Valentine, A Killing in Cardiff	1994	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=58	48751716	48751717
60	BB_Wm941137	Nine o'clock in the evening , three days after Christmas , on the first day of the sales , I	<<< 'm sat >>>	at the bar of the Custom House , wishing I was back home watching festive reruns of ` Only Fools	Nine_MC o'clock_RA in_II the_AT evening_NNT1 ,_YCOM three_MC days_NNT2 after_II Christmas_NNT1 ,_YCOM on_II the_AT first_MD day_NNT1 of_IO the_AT sales_NN ,_YCOM I_PPIS1	<<< 'm_VBM sat_VVN >>>	at_II the_AT bar_NN1 of_IO the_AT Custom_NN1 House_NN1 ,_YCOM wishing_VVG I_PPIS1 was_VBDZ back_RP home_RL watching_VVG festive_JJ reruns_NN2 of_IO `_YQUO Only_JJ Fools_NN2	UK	1990s	book	Bloody Valentine, A Killing in Cardiff	1994	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=59	48755220	48755221
